Location,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,hospital_count,Fire_station_counts_Population,Fire_station_counts_STATEFP,Fire_station_counts_PLACEFP,Fire_station_counts_PLACENS,Fire_station_counts_GEOID,Fire_station_counts_GEOIDFQ,Fire_station_counts_NAME,Fire_station_counts_NAMELSAD,Fire_station_counts_LSAD,Fire_station_counts_CLASSFP,Fire_station_counts_PCICBSA,Fire_station_counts_MTFCC,Fire_station_counts_FUNCSTAT,Fire_station_counts_ALAND,Fire_station_counts_AWATER,Fire_station_counts_INTPTLAT,Fire_station_counts_INTPTLON,Fire_station_counts_fire_station_count,Shortest lines_Population,Shortest lines_STATEFP,Shortest lines_PLACEFP,Shortest lines_PLACENS,Shortest lines_GEOID,Shortest lines_GEOIDFQ,Shortest lines_NAME,Shortest lines_NAMELSAD,Shortest lines_LSAD,Shortest lines_CLASSFP,Shortest lines_PCICBSA,Shortest lines_MTFCC,Shortest lines_FUNCSTAT,Shortest lines_ALAND,Shortest lines_AWATER,Shortest lines_INTPTLAT,Shortest lines_INTPTLON,Shortest lines_objectid,Shortest lines_fraarcid,Shortest lines_frfranode,Shortest lines_tofranode,Shortest lines_stfips,Shortest lines_cntyfips,Shortest lines_stcntyfips,Shortest lines_stateab,Shortest lines_country,Shortest lines_fradistrct,Shortest lines_rrowner1,Shortest lines_rrowner2,Shortest lines_rrowner3,Shortest lines_trkrghts1,Shortest lines_trkrghts2,Shortest lines_trkrghts3,Shortest lines_trkrghts4,Shortest lines_trkrghts5,Shortest lines_trkrghts6,Shortest lines_trkrghts7,Shortest lines_trkrghts8,Shortest lines_trkrghts9,Shortest lines_division,Shortest lines_subdiv,Shortest lines_branch,Shortest lines_yardname,Shortest lines_passngr,Shortest lines_stracnet,Shortest lines_tracks,Shortest lines_net,Shortest lines_miles,Shortest lines_km,Shortest lines_timezone,Shortest lines_shape_Length,Shortest lines_distance
Dillsboro town," 1,379 ","18","18190","02396687","1818190",1600000US1818190,Dillsboro,Dillsboro town,"43",C1,N,G4110,A,"3507556","0","+39.0184439","-085.0527720",0," 1,379 ","18","18190","02396687","1818190",1600000US1818190,Dillsboro,Dillsboro town,"43",C1,N,G4110,A,"3507556","0","+39.0184439","-085.0527720",1," 1,379 ","18","18190","02396687","1818190",1600000US1818190,Dillsboro,Dillsboro town,"43",C1,N,G4110,A,"3507556","0","+39.0184439","-085.0527720","194550","495135","429414","429861","18","029","18029",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,6.91036885,11.12118288,E,0.124223694249126,447.441289696369
Dublin town," 679 ","18","18766","02396689","1818766",1600000US1818766,Dublin,Dublin town,"43",C1,N,G4110,A,"1336011","37461","+39.8125369","-085.2051750",0," 679 ","18","18766","02396689","1818766",1600000US1818766,Dublin,Dublin town,"43",C1,N,G4110,A,"1336011","37461","+39.8125369","-085.2051750",1," 679 ","18","18766","02396689","1818766",1600000US1818766,Dublin,Dublin town,"43",C1,N,G4110,A,"1336011","37461","+39.8125369","-085.2051750","193717","494302","428761","428954","18","177","18177",IN,US,"4",CNUR,,,,,,,,,,,,#N\A,,#N\A,,,,1,M,3.05324482,4.91373106,E,0.0528109604788947,400.454530058142
Dugger town," 788 ","18","18892","02396690","1818892",1600000US1818892,Dugger,Dugger town,"43",C1,N,G4110,A,"1517180","0","+39.0703669","-087.2590382",0," 788 ","18","18892","02396690","1818892",1600000US1818892,Dugger,Dugger town,"43",C1,N,G4110,A,"1517180","0","+39.0703669","-087.2590382",1," 788 ","18","18892","02396690","1818892",1600000US1818892,Dugger,Dugger town,"43",C1,N,G4110,A,"1517180","0","+39.0703669","-087.2590382","194589","495174","418156","418324","18","153","18153",IN,US,"4",INRD,,,,,,,,,,,,#N\A,INDIANAPOLIS (INRD),MAIN TRACK,,,,1,M,2.44664638,3.93750355,E,0.0407617602623566,0
Dune Acres town," 235 ","18","18982","02396691","1818982",1600000US1818982,Dune Acres,Dune Acres town,"43",C1,N,G4110,A,"5508059","3278200","+41.6518043","-087.0887914",0," 235 ","18","18982","02396691","1818982",1600000US1818982,Dune Acres,Dune Acres town,"43",C1,N,G4110,A,"5508059","3278200","+41.6518043","-087.0887914",0," 235 ","18","18982","02396691","1818982",1600000US1818982,Dune Acres,Dune Acres town,"43",C1,N,G4110,A,"5508059","3278200","+41.6518043","-087.0887914","336151","498784","419162","419043","18","127","18127",IN,US,"4",NICD,,,CSS,,,,,,,,,,,,,,,0,S,1.40843812,2.26666598,C,0.0263320723190581,0
Dunkirk city," 2,118 ","18","19054","02394576","1819054",1600000US1819054,Dunkirk,Dunkirk city,"25",C1,N,G4110,A,"3043101","30333","+40.3743262","-085.2082094",0," 2,118 ","18","19054","02394576","1819054",1600000US1819054,Dunkirk,Dunkirk city,"25",C1,N,G4110,A,"3043101","30333","+40.3743262","-085.2082094",1," 2,118 ","18","19054","02394576","1819054",1600000US1819054,Dunkirk,Dunkirk city,"25",C1,N,G4110,A,"3043101","30333","+40.3743262","-085.2082094","198908","499494","428819","428827","18","075","18075",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.09981361,0.16063476,E,0.00178267053928668,0
Dunreith town," 171 ","18","19162","02396912","1819162",1600000US1819162,Dunreith,Dunreith town,"43",C1,N,G4110,A,"322347","0","+39.8028174","-085.4366326",0," 171 ","18","19162","02396912","1819162",1600000US1819162,Dunreith,Dunreith town,"43",C1,N,G4110,A,"322347","0","+39.8028174","-085.4366326",1," 171 ","18","19162","02396912","1819162",1600000US1819162,Dunreith,Dunreith town,"43",C1,N,G4110,A,"322347","0","+39.8028174","-085.4366326","205635","506230","427580","427577","18","065","18065",IN,US,"4",CKSI,,,,,,,,,,,,,,,,T,,1,X,0.18226794,0.2933324,E,0.00272211764742195,9751.56622899957
Dupont town," 339 ","18","19180","02396913","1819180",1600000US1819180,Dupont,Dupont town,"43",C1,N,G4110,A,"2612514","0","+38.8914643","-085.5167243",0," 339 ","18","19180","02396913","1819180",1600000US1819180,Dupont,Dupont town,"43",C1,N,G4110,A,"2612514","0","+38.8914643","-085.5167243",1," 339 ","18","19180","02396913","1819180",1600000US1819180,Dupont,Dupont town,"43",C1,N,G4110,A,"2612514","0","+38.8914643","-085.5167243","199541","500129","427567","427629","18","077","18077",IN,US,"4",CMPA,,,,,,,,,,,,SOUTHERN,SOUTHWEST EAST,MADISON RR,,,,1,M,1.83490168,2.95299391,E,0.0290553878924756,0
Dyer town," 16,361 ","18","19270","02396914","1819270",1600000US1819270,Dyer,Dyer town,"43",C1,N,G4110,A,"15943033","0","+41.4978039","-087.5090121",1," 16,361 ","18","19270","02396914","1819270",1600000US1819270,Dyer,Dyer town,"43",C1,N,G4110,A,"15943033","0","+41.4978039","-087.5090121",2," 16,361 ","18","19270","02396914","1819270",1600000US1819270,Dyer,Dyer town,"43",C1,N,G4110,A,"15943033","0","+41.4978039","-087.5090121","191452","492034","415949","416437","18","089","18089",IN,US,"4",NS,,,,,,,,,,,,,HARTSDALE IT,,,,,0,A,3.00794548,4.84082869,C,0.0569949278379925,0
Earl Park town," 362 ","18","19450","02396916","1819450",1600000US1819450,Earl Park,Earl Park town,"43",C1,N,G4110,A,"2394185","0","+40.6856305","-087.4201241",0," 362 ","18","19450","02396916","1819450",1600000US1819450,Earl Park,Earl Park town,"43",C1,N,G4110,A,"2394185","0","+40.6856305","-087.4201241",1," 362 ","18","19450","02396916","1819450",1600000US1819450,Earl Park,Earl Park town,"43",C1,N,G4110,A,"2394185","0","+40.6856305","-087.4201241","193893","494478","416825","417914","18","007","18007",IN,US,"4",KBSR,,,,,,,,,,,,WESTERN,LAFAYETTE LINE,LAFAYETTE LINE,,,,1,M,7.1351231,11.48289051,E,0.121848427400706,0
East Chicago city," 25,968 ","18","19486","02394597","1819486",1600000US1819486,East Chicago,East Chicago city,"25",C1,N,G4110,A,"36544093","1789353","+41.6481303","-087.4528847",2," 25,968 ","18","19486","02394597","1819486",1600000US1819486,East Chicago,East Chicago city,"25",C1,N,G4110,A,"36544093","1789353","+41.6481303","-087.4528847",6," 25,968 ","18","19486","02394597","1819486",1600000US1819486,East Chicago,East Chicago city,"25",C1,N,G4110,A,"36544093","1789353","+41.6481303","-087.4528847","206168","506763","416351","416352","18","089","18089",IN,US,"4",CN,,,IHB,,,,,,,,,,,,WHITING,,,0,Y,0.02818197,0.04535458,C,0.000410591864399379,0
East Germantown town," 260 ","18","19756","02396917","1819756",1600000US1819756,East Germantown,East Germantown town,"43",C1,N,G4110,A,"302217","0","+39.8131627","-085.1370248",0," 260 ","18","19756","02396917","1819756",1600000US1819756,East Germantown,East Germantown town,"43",C1,N,G4110,A,"302217","0","+39.8131627","-085.1370248",0," 260 ","18","19756","02396917","1819756",1600000US1819756,East Germantown,East Germantown town,"43",C1,N,G4110,A,"302217","0","+39.8131627","-085.1370248","193880","494465","428984","429032","18","177","18177",IN,US,"4",CNUR,,,,,,,,,,,,#N\A,,#N\A,,,,1,M,1.58283126,2.54732509,E,0.0245552726698624,2944.10062081787
Eaton town," 1,592 ","18","20080","02396918","1820080",1600000US1820080,Eaton,Eaton town,"43",C1,N,G4110,A,"9651802","164698","+40.3268916","-085.3570290",0," 1,592 ","18","20080","02396918","1820080",1600000US1820080,Eaton,Eaton town,"43",C1,N,G4110,A,"9651802","164698","+40.3268916","-085.3570290",0," 1,592 ","18","20080","02396918","1820080",1600000US1820080,Eaton,Eaton town,"43",C1,N,G4110,A,"9651802","164698","+40.3268916","-085.3570290","335683","495575","428178","428175","18","035","18035",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,NEW CASTLE DISTRICT,#N\A,,,S,1,M,0.56918911,0.91602291,E,0.00826365449983111,0
Economy town," 147 ","18","20152","02396919","1820152",1600000US1820152,Economy,Economy town,"43",C1,N,G4110,A,"232306","0","+39.9772962","-085.0868457",0," 147 ","18","20152","02396919","1820152",1600000US1820152,Economy,Economy town,"43",C1,N,G4110,A,"232306","0","+39.9772962","-085.0868457",1," 147 ","18","20152","02396919","1820152",1600000US1820152,Economy,Economy town,"43",C1,N,G4110,A,"232306","0","+39.9772962","-085.0868457","205506","506101","429246","429274","18","177","18177",IN,US,"4",XXXX,,,,,,,,,,,,,,,,,,0,T,0.62295249,1.00254685,E,0.011351552376664,0
Edgewood town," 2,061 ","18","20332","02396920","1820332",1600000US1820332,Edgewood,Edgewood town,"43",C1,N,G4110,A,"2081237","0","+40.1032114","-085.7374616",0," 2,061 ","18","20332","02396920","1820332",1600000US1820332,Edgewood,Edgewood town,"43",C1,N,G4110,A,"2081237","0","+40.1032114","-085.7374616",1," 2,061 ","18","20332","02396920","1820332",1600000US1820332,Edgewood,Edgewood town,"43",C1,N,G4110,A,"2081237","0","+40.1032114","-085.7374616","194013","494598","425922","426760","18","095","18095",IN,US,"4",CEIW,,,,,,,,,,,,SOUTHERN,,MAIN,,,,1,M,8.52837966,13.72512408,E,0.15885797762033,0
Edinburgh town," 4,400 ","18","20404","02396921","1820404",1600000US1820404,Edinburgh,Edinburgh town,"43",C1,N,G4110,A,"8043622","0","+39.3508888","-085.9624850",0," 4,400 ","18","20404","02396921","1820404",1600000US1820404,Edinburgh,Edinburgh town,"43",C1,N,G4110,A,"8043622","0","+39.3508888","-085.9624850",2," 4,400 ","18","20404","02396921","1820404",1600000US1820404,Edinburgh,Edinburgh town,"43",C1,N,G4110,A,"8043622","0","+39.3508888","-085.9624850","190678","491256","425488","425490","18","081","18081",IN,US,"4",LIRC,CSXT,,INRD,,,,,,,,,LOUISVILLE,LOUISVILLE SECONDARY,LIRC MAIN,,,S,1,M,0.31487531,0.5067437,E,0.00463741631392926,0
Edwardsport town," 279 ","18","20458","02396922","1820458",1600000US1820458,Edwardsport,Edwardsport town,"43",C1,N,G4110,A,"726970","0","+38.8125660","-087.2512540",0," 279 ","18","20458","02396922","1820458",1600000US1820458,Edwardsport,Edwardsport town,"43",C1,N,G4110,A,"726970","0","+38.8125660","-087.2512540",1," 279 ","18","20458","02396922","1820458",1600000US1820458,Edwardsport,Edwardsport town,"43",C1,N,G4110,A,"726970","0","+38.8125660","-087.2512540","218304","518916","418589","418356","18","083","18083",IN,US,"4",ISRR,,,,,,,,,,,,NORTHERN,EDWARDSPORT PLANT SPUR,DUKE,,,,1,I,6.78291551,10.91606621,C,0.105559910506897,13.789931401133
Elberfeld town," 655 ","18","20638","02396923","1820638",1600000US1820638,Elberfeld,Elberfeld town,"43",C1,N,G4110,A,"792330","0","+38.1616503","-087.4481550",0," 655 ","18","20638","02396923","1820638",1600000US1820638,Elberfeld,Elberfeld town,"43",C1,N,G4110,A,"792330","0","+38.1616503","-087.4481550",1," 655 ","18","20638","02396923","1820638",1600000US1820638,Elberfeld,Elberfeld town,"43",C1,N,G4110,A,"792330","0","+38.1616503","-087.4481550","193836","494421","416538","416820","18","173","18173",IN,US,"4",ISRR,,,,,,,,,,,,NORTHERN,PETERSBURG,#N\A,,,,1,M,4.81949615,7.75624272,C,0.0737286004718758,0
Elizabeth town," 201 ","18","20674","02396924","1820674",1600000US1820674,Elizabeth,Elizabeth town,"43",C1,N,G4110,A,"677072","0","+38.1240587","-085.9738550",0," 201 ","18","20674","02396924","1820674",1600000US1820674,Elizabeth,Elizabeth town,"43",C1,N,G4110,A,"677072","0","+38.1240587","-085.9738550",1," 201 ","18","20674","02396924","1820674",1600000US1820674,Elizabeth,Elizabeth town,"43",C1,N,G4110,A,"677072","0","+38.1240587","-085.9738550","197286","497871","424696","424712","18","061","18061",IN,US,"4",LNAL,,,,,,,,,,,,#N\A,,MAIN,,T,,1,M,1.8333229,2.95045312,E,0.0296636329160716,20247.4528172615
Elizabethtown town," 411 ","18","20692","02396925","1820692",1600000US1820692,Elizabethtown,Elizabethtown town,"43",C1,N,G4110,A,"676864","0","+39.1350791","-085.8124379",0," 411 ","18","20692","02396925","1820692",1600000US1820692,Elizabethtown,Elizabethtown town,"43",C1,N,G4110,A,"676864","0","+39.1350791","-085.8124379",1," 411 ","18","20692","02396925","1820692",1600000US1820692,Elizabethtown,Elizabethtown town,"43",C1,N,G4110,A,"676864","0","+39.1350791","-085.8124379","193677","494262","425630","425747","18","005","18005",IN,US,"4",LIRC,CSXT,,INRD,,,,,,,,,LOUISVILLE,LOUISVILLE SECONDARY,LIRC MAIN,,,S,1,M,9.60303897,15.45462405,E,0.144230059305261,8624.61543583375
Elkhart city," 53,801 ","18","20728","02394653","1820728",1600000US1820728,Elkhart,Elkhart city,"25",C1,Y,G4110,A,"71878111","2495562","+41.6915435","-085.9622480",1," 53,801 ","18","20728","02394653","1820728",1600000US1820728,Elkhart,Elkhart city,"25",C1,Y,G4110,A,"71878111","2495562","+41.6915435","-085.9622480",7," 53,801 ","18","20728","02394653","1820728",1600000US1820728,Elkhart,Elkhart city,"25",C1,Y,G4110,A,"71878111","2495562","+41.6915435","-085.9622480","194285","494870","425754","425970","18","039","18039",IN,US,"4",GDLK,,,,,,,,,,,,LEASED/FOREIGN,KALAMAZOO,KALAMAZOO BRANCH,,,,1,M,2.91782628,4.6957956,E,0.0549313007825114,0
Ellettsville town," 6,657 ","18","20800","02396926","1820800",1600000US1820800,Ellettsville,Ellettsville town,"43",C1,N,G4110,A,"13402839","0","+39.2322119","-086.6241362",0," 6,657 ","18","20800","02396926","1820800",1600000US1820800,Ellettsville,Ellettsville town,"43",C1,N,G4110,A,"13402839","0","+39.2322119","-086.6241362",1," 6,657 ","18","20800","02396926","1820800",1600000US1820800,Ellettsville,Ellettsville town,"43",C1,N,G4110,A,"13402839","0","+39.2322119","-086.6241362","201441","502030","422787","422703","18","105","18105",IN,US,"4",INRD,,,,,,,,,,,,,,,,,,0,O,2.19237698,3.52829579,E,0.0373845991506097,2080.32415127102
Elnora town," 632 ","18","20998","02396927","1820998",1600000US1820998,Elnora,Elnora town,"43",C1,N,G4110,A,"2526656","0","+38.8761959","-087.0846374",0," 632 ","18","20998","02396927","1820998",1600000US1820998,Elnora,Elnora town,"43",C1,N,G4110,A,"2526656","0","+38.8761959","-087.0846374",1," 632 ","18","20998","02396927","1820998",1600000US1820998,Elnora,Elnora town,"43",C1,N,G4110,A,"2526656","0","+38.8761959","-087.0846374","298813","532464","418762","419092","18","027","18027",IN,US,"4",ISRR,,,INRD,,,,,,,,,NORTHERN,PETERSBURG,#N\A,,,,1,M,5.64356774,9.08246005,C,0.0910156692217454,0
Elwood city," 8,423 ","18","21070","02394680","1821070",1600000US1821070,Elwood,Elwood city,"25",C1,N,G4110,A,"10276714","0","+40.2738226","-085.8372884",1," 8,423 ","18","21070","02394680","1821070",1600000US1821070,Elwood,Elwood city,"25",C1,N,G4110,A,"10276714","0","+40.2738226","-085.8372884",1," 8,423 ","18","21070","02394680","1821070",1600000US1821070,Elwood,Elwood city,"25",C1,N,G4110,A,"10276714","0","+40.2738226","-085.8372884","199340","499928","425983","425997","18","095","18095",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.11196769,0.1801949,E,0.00180564243900685,0
English town," 686 ","18","21214","02396928","1821214",1600000US1821214,English,English town,"43",C1,N,G4110,A,"7883384","0","+38.3407631","-086.4591560",0," 686 ","18","21214","02396928","1821214",1600000US1821214,English,English town,"43",C1,N,G4110,A,"7883384","0","+38.3407631","-086.4591560",1," 686 ","18","21214","02396928","1821214",1600000US1821214,English,English town,"43",C1,N,G4110,A,"7883384","0","+38.3407631","-086.4591560","336276","499743","422863","423242","18","025","18025",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,SOUTHERN-EAST DISTRICT,#N\A,,,S,1,M,5.98431291,9.63083734,E,0.104953055361819,0
Etna Green town," 573 ","18","21502","02396930","1821502",1600000US1821502,Etna Green,Etna Green town,"43",C1,N,G4110,A,"1297512","1527","+41.2755211","-086.0426992",0," 573 ","18","21502","02396930","1821502",1600000US1821502,Etna Green,Etna Green town,"43",C1,N,G4110,A,"1297512","1527","+41.2755211","-086.0426992",1," 573 ","18","21502","02396930","1821502",1600000US1821502,Etna Green,Etna Green town,"43",C1,N,G4110,A,"1297512","1527","+41.2755211","-086.0426992","195440","496025","425215","425228","18","085","18085",IN,US,"4",CFE,,,NS,,,,,,,,,NORTHERN,FORT WAYNE,#N\A,,,,1,M,0.11180052,0.17992585,E,0.00210206615699762,0
Evansville city," 115,749 ","18","22000","02394710","1822000",1600000US1822000,Evansville,Evansville city,"25",C1,Y,G4110,A,"122648922","1280018","+37.9877366","-087.5347053",3," 115,749 ","18","22000","02394710","1822000",1600000US1822000,Evansville,Evansville city,"25",C1,Y,G4110,A,"122648922","1280018","+37.9877366","-087.5347053",15," 115,749 ","18","22000","02394710","1822000",1600000US1822000,Evansville,Evansville city,"25",C1,Y,G4110,A,"122648922","1280018","+37.9877366","-087.5347053","188973","489551","415930","415970","18","163","18163",IN,US,"4",CSXT,,,,,,,,,,,,,,,,,,0,O,0.08407778,0.13531035,C,0.00153678365944212,0
Fairland town," 540 ","18","22396","02508767","1822396",1600000US1822396,Fairland,Fairland town,"43",C1,N,G4110,A,"2957865","43701","+39.5847834","-085.8623914",0," 540 ","18","22396","02508767","1822396",1600000US1822396,Fairland,Fairland town,"43",C1,N,G4110,A,"2957865","43701","+39.5847834","-085.8623914",1," 540 ","18","22396","02508767","1822396",1600000US1822396,Fairland,Fairland town,"43",C1,N,G4110,A,"2957865","43701","+39.5847834","-085.8623914","189888","490466","425909","426147","18","145","18145",IN,US,"4",CSXT,,,CIND,,,,,,,,,CHICAGO,SHELBYVILLE SECONDARY,#N\A,,,,1,M,3.35036919,5.39190733,E,0.0572772898735834,0
Fairmount town," 2,649 ","18","22432","02396931","1822432",1600000US1822432,Fairmount,Fairmount town,"43",C1,N,G4110,A,"4107807","0","+40.4172556","-085.6477157",0," 2,649 ","18","22432","02396931","1822432",1600000US1822432,Fairmount,Fairmount town,"43",C1,N,G4110,A,"4107807","0","+40.4172556","-085.6477157",1," 2,649 ","18","22432","02396931","1822432",1600000US1822432,Fairmount,Fairmount town,"43",C1,N,G4110,A,"4107807","0","+40.4172556","-085.6477157","194108","494693","427314","427240","18","053","18053",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,MARION BRANCH,#N\A,,,,1,M,3.67202431,5.9095621,E,0.0540379811034498,0
Fairview Park town," 1,409 ","18","22576","02396933","1822576",1600000US1822576,Fairview Park,Fairview Park town,"43",C1,N,G4110,A,"2264369","0","+39.6820720","-087.4142552",0," 1,409 ","18","22576","02396933","1822576",1600000US1822576,Fairview Park,Fairview Park town,"43",C1,N,G4110,A,"2264369","0","+39.6820720","-087.4142552",1," 1,409 ","18","22576","02396933","1822576",1600000US1822576,Fairview Park,Fairview Park town,"43",C1,N,G4110,A,"2264369","0","+39.6820720","-087.4142552","198896","499482","416966","416936","18","165","18165",IN,US,"4",CSXT,,,INRD,,,,,,,,,,,,,,,0,S,1.81618998,2.9228803,E,0.0266339846046261,0
Farmersburg town," 1,056 ","18","22738","02396934","1822738",1600000US1822738,Farmersburg,Farmersburg town,"43",C1,N,G4110,A,"1924272","0","+39.2525186","-087.3807280",0," 1,056 ","18","22738","02396934","1822738",1600000US1822738,Farmersburg,Farmersburg town,"43",C1,N,G4110,A,"1924272","0","+39.2525186","-087.3807280",1," 1,056 ","18","22738","02396934","1822738",1600000US1822738,Farmersburg,Farmersburg town,"43",C1,N,G4110,A,"1924272","0","+39.2525186","-087.3807280","335601","495157","417169","417085","18","153","18153",IN,US,"4",CSXT,,,,,,,,,,,,NASHVILLE,CED,#N\A,,,S,1,M,3.47929694,5.59939685,E,0.0507756925845291,0
Farmland town," 1,262 ","18","22792","02396935","1822792",1600000US1822792,Farmland,Farmland town,"43",C1,N,G4110,A,"1375057","0","+40.1895369","-085.1273310",0," 1,262 ","18","22792","02396935","1822792",1600000US1822792,Farmland,Farmland town,"43",C1,N,G4110,A,"1375057","0","+40.1895369","-085.1273310",1," 1,262 ","18","22792","02396935","1822792",1600000US1822792,Farmland,Farmland town,"43",C1,N,G4110,A,"1375057","0","+40.1895369","-085.1273310","335439","494681","428806","429170","18","135","18135",IN,US,"4",CSXT,,,,,,,,,,,,CHICAGO,INDIANAPOLIS LINE,#N\A,,,S,2,M,4.32543316,6.96112383,E,0.0817387419308326,0
Ferdinand town," 2,184 ","18","22990","02396936","1822990",1600000US1822990,Ferdinand,Ferdinand town,"43",C1,N,G4110,A,"5948028","95728","+38.2279523","-086.8624588",0," 2,184 ","18","22990","02396936","1822990",1600000US1822990,Ferdinand,Ferdinand town,"43",C1,N,G4110,A,"5948028","95728","+38.2279523","-086.8624588",2," 2,184 ","18","22990","02396936","1822990",1600000US1822990,Ferdinand,Ferdinand town,"43",C1,N,G4110,A,"5948028","95728","+38.2279523","-086.8624588","193827","494412","419996","419783","18","037","18037",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,EVANSVILLE BRANCH,EVANSVILLE BRANCH,,,,1,M,6.60440246,10.62877672,C,0.0999966782363207,6144.28964958694
Fillmore town," 543 ","18","23188","02396938","1823188",1600000US1823188,Fillmore,Fillmore town,"43",C1,N,G4110,A,"5046503","0","+39.6697240","-086.7531725",0," 543 ","18","23188","02396938","1823188",1600000US1823188,Fillmore,Fillmore town,"43",C1,N,G4110,A,"5046503","0","+39.6697240","-086.7531725",1," 543 ","18","23188","02396938","1823188",1600000US1823188,Fillmore,Fillmore town,"43",C1,N,G4110,A,"5046503","0","+39.6697240","-086.7531725","333836","489587","420895","422046","18","133","18133",IN,US,"4",CSXT,,,,,,,,,,,,CHICAGO,ST LOUIS LINE,#N\A,,,S,2,M,5.65347556,9.09840517,E,0.104219988563219,10.2351446883033
Fishers city," 101,966 ","18","23278","02396939","1823278",1600000US1823278,Fishers,Fishers city,"25",C1,N,G4110,A,"93375353","5792065","+39.9618300","-085.9683642",1," 101,966 ","18","23278","02396939","1823278",1600000US1823278,Fishers,Fishers city,"25",C1,N,G4110,A,"93375353","5792065","+39.9618300","-085.9683642",6," 101,966 ","18","23278","02396939","1823278",1600000US1823278,Fishers,Fishers city,"25",C1,N,G4110,A,"93375353","5792065","+39.9618300","-085.9683642","204418","505009","424891","425265","18","097","18097",IN,US,"4",ITMZ,,,,,,,,,,,,WESTERN,FORT WAYNE,INDPLS-TIPTON,,T,,1,M,5.30975774,8.54524385,E,0.0865267545804223,0
